Year,Country,Associated Dis,Dis Mag Value,Latitude,Longitude,Total Deaths
2018,Indonesia,,6.0,-7.196,105.918,1.0
2018,Indonesia,,6.0,-8.274,116.491,14.0
2018,Indonesia,,7.0,-8.325,116.577,10.0
2018,Iran (Islamic Republic of),,6.0,34.663,46.277,2.0
2018,Japan,,6.0,34.826,135.64,5.0
2018,Peru,,7.0,-15.759,74.71,2.0
2018,Papua New Guinea,,7.0,-6.294,142.607,25.0
2019,Indonesia,Tsunami/Tidal wave,7.0,-0.586,128.034,8.0
2019,Indonesia,,6.0,-8.418,116.52,9.0
2019,Iran (Islamic Republic of),,6.0,31.775,49.542,1.0
2019,Peru,,8.0,-5.812,-75.27,2.0
2019,Philippines (the),,6.0,14.99,120.35,25.0
1902,China,,8.0,39.88,76.2,2500.0
1905,Albania,,7.0,42.1,19.6,120.0
1906,China,,8.0,43.5,85.5,280.0
1909,China,,7.0,24.4,103.0,21.0
1913,China,,7.0,24.15,102.45,942.0
1915,China,,7.0,29.5,91.5,170.0
1920,Albania,,6.0,40.2,20.0,200.0
1920,Argentina,,6.0,-32.7,-68.4,400.0
1923,Colombia,,5.0,1.0,-77.5,300.0
1924,China,,7.0,36.983,164.0,100.0
1925,China,,6.0,27.0,100.0,12.0
1930,Albania,,6.0,40.5,19.5,35.0
1930,Albania,,5.0,40.3,19.6,25.0
1930,China,,6.0,26.8,103.0,42.0
1930,China,,6.0,30.0,100.0,200.0
1931,Albania,,6.0,40.6,20.8,90.0
1931,Armenia,,6.0,39.2,46.0,2890.0
1931,China,,8.0,46.817,89.915,10000.0
1933,China,,5.0,29.5,102.5,200.0
1935,China,,6.0,28.7,103.6,100.0
1936,China,,6.0,34.2,105.7,115.0
1936,China,,6.0,26.6,103.0,30.0
1940,China,,6.0,23.9,102.3,181.0
1941,China,,6.0,47.0,127.2,132.0
1941,China,,6.0,31.7,102.3,15.0
1942,Albania,,6.0,41.7,20.4,43.0
1942,China,,7.0,23.1,100.3,90.0
1945,China,,6.0,39.5,119.0,17.0
1948,China,,7.0,29.5,100.5,800.0
1948,China,,7.0,26.4,99.7,110.0
1949,China,,7.0,42.0,84.0,21.0
1952,China,,7.0,30.648,91.601,54.0
1955,Costa Rica,,6.0,10.0,-84.5,10.0
1958,Colombia,Tsunami/Tidal wave,8.0,1.5,-79.5,111.0
1967,Colombia,,7.0,6.747,-73.032,20.0
1967,Algeria,,5.0,35.5,-0.1,10.0
1972,Afghanistan,,6.0,36.278,69.681,11.0
1974,Colombia,,7.0,7.747,-77.688,11.0
2016,"Tanzania, United Republic of",,6.0,1.036,31.618,17.0
2016,Uganda,,6.0,-1.036,31.618,4.0
2018,Taiwan (Province of China),,6.0,24.136,121.658,84.0
2019,El Salvador,"Slide (land, mud, snow, rock)",7.0,13.243,-89.272,1.0
2019,Albania,,6.0,41.511,19.522,51.0
2019,China,,5.0,29.573,105.064,1.0
2020,China,,5.0,27.296,103.281,4.0
2021,China,,5.0,41.816,81.164,3.0
2021,China,,6.0,25.761,100.011,3.0
2021,China,,5.0,29.182,105.391,3.0
2022,Afghanistan,,5.0,34.929,63.621,28.0
1903,Iran (Islamic Republic of),,7.0,35.2,58.2,350.0
1903,Israel,,6.0,32.2,35.3,20.0
1904,Greece,,6.0,37.75,27.0,4.0
1905,Japan,,8.0,34.0,132.0,11.0
1909,Japan,Tsunami/Tidal wave,7.0,35.4,136.3,41.0
1909,Pakistan,,7.0,30.0,68.0,231.0
1911,Iran (Islamic Republic of),,7.0,32.23,57.03,700.0
1911,Japan,,8.0,28.0,130.0,12.0
1911,Kazakhstan,,8.0,43.5,77.5,450.0
1911,Mexico,,8.0,17.5,-102.5,45.0
1913,Indonesia,Tsunami/Tidal wave,8.0,5.354,126.121,138.0
1914,Greece,Tsunami/Tidal wave,6.0,38.8,20.6,14.0
1914,Italy,,5.0,37.7,15.2,120.0
1920,Mexico,,8.0,19.26,-96.97,648.0
1923,Iran (Islamic Republic of),,6.0,36.617,57.046,157.0
1923,Iran (Islamic Republic of),,7.0,29.196,56.833,290.0
1925,Philippines (the),Tsunami/Tidal wave,7.0,9.782,123.064,17.0
1925,Iran (Islamic Republic of),,6.0,34.6,58.1,500.0
1925,Japan,,7.0,35.423,135.007,395.0
1930,Italy,,6.0,43.667,13.267,18.0
1932,Greece,Tsunami/Tidal wave,7.0,40.5,23.9,151.0
1932,Mexico,Tsunami/Tidal wave,8.0,19.5,-104.25,400.0
1932,Iran (Islamic Republic of),,5.0,36.6,53.4,1070.0
1935,Iran (Islamic Republic of),,6.0,36.3,53.3,60.0
1935,Iran (Islamic Republic of),,6.0,36.3,53.5,690.0
1936,Iran (Islamic Republic of),,6.0,33.0,60.0,12.0
1937,Philippines (the),Tsunami/Tidal wave,8.0,14.575,121.68,1.0
1937,Mexico,,8.0,18.8,-97.5,34.0
1939,Japan,Tsunami/Tidal wave,7.0,39.945,139.682,27.0
1941,Iran (Islamic Republic of),,6.0,33.482,58.785,730.0
1942,Peru,Tsunami/Tidal wave,8.0,-14.819,-74.708,30.0
1944,Iran (Islamic Republic of),,5.0,36.8,54.5,20.0
1947,Greece,Tsunami/Tidal wave,8.0,36.728,21.897,3.0
1948,Greece,Tsunami/Tidal wave,7.0,38.532,20.425,2.0
1950,Indonesia,,7.0,-6.0,113.0,16.0
1961,Iran (Islamic Republic of),,6.0,27.861,54.528,60.0
1961,Japan,,7.0,36.0,136.7,10.0
1965,Greece,,6.0,37.7,21.8,32.0
1965,Iran (Islamic Republic of),,5.0,37.6,47.1,20.0
1966,India,,6.0,28.7,78.9,15.0
1967,Indonesia,Tsunami/Tidal wave,7.0,5.121,96.286,14.0
1968,Iran (Islamic Republic of),,7.0,34.0,58.2,700.0
1968,Mexico,,7.0,16.519,-97.739,18.0
1969,Egypt,Tsunami/Tidal wave,7.0,27.575,33.895,2.0
1969,Morocco,,8.0,36.033,-10.613,11.0
1970,Peru,,5.0,-9.9,-75.6,12.0
1971,Indonesia,,5.0,-7.2,109.1,1.0
1972,Italy,,4.0,43.8,13.3,2.0
1974,Peru,,6.0,-12.299,-76.352,10.0
1982,Mexico,Volcanic activity,4.0,17.25,-93.21,10.0
2019,Indonesia,,7.0,-7.282,104.791,6.0
2019,Indonesia,,7.0,-3.45,128.347,31.0
2019,Iran (Islamic Republic of),,6.0,37.808,47.558,6.0
2019,Pakistan,,6.0,33.106,73.766,39.0
2019,Philippines (the),,6.0,20.807,121.986,9.0
2019,Philippines (the),,6.0,6.714,125.009,7.0
2019,Philippines (the),,7.0,6.754,124.985,10.0
2020,Greece,,7.0,37.913,26.779,2.0
2020,Croatia,,5.0,45.897,15.966,1.0
2020,Croatia,,6.0,45.422,16.255,8.0
2020,Mexico,,7.0,15.916,-95.953,10.0
2021,Indonesia,"Slide (land, mud, snow, rock)",6.0,-2.976,118.901,110.0
2021,Pakistan,"Slide (land, mud, snow, rock)",6.0,30.22,68.014,21.0
2021,Mexico,Tsunami/Tidal wave,7.0,16.982,-99.773,3.0
2021,Greece,,6.0,35.252,25.26,1.0
2021,Haiti,,7.0,18.408,-73.475,2575.0
2021,Indonesia,,6.0,-8.562,112.519,9.0
2021,Indonesia,,5.0,-8.356,115.458,3.0
2021,India,,6.0,26.781,92.457,2.0
2021,Iran (Islamic Republic of),,6.0,27.721,56.065,1.0
2021,Japan,,7.0,37.745,141.749,1.0
2022,Guatemala,,6.0,14.228,-91.343,3.0
2022,Haiti,,5.0,18.494,-73.3,2.0
2022,Indonesia,,6.0,0.216,100.096,15.0
2022,Japan,,7.0,37.702,141.587,3.0
1900,Turkey,,6.0,40.3,43.1,140.0
1902,Soviet Union,,7.0,40.7,48.6,86.0
1903,Turkey,,6.0,40.9,42.7,1000.0
1904,Taiwan (Province of China),,6.0,23.5,120.5,3.0
1904,Taiwan (Province of China),,6.0,23.5,120.3,145.0
1906,Taiwan (Province of China),,7.0,23.4,120.4,15.0
1909,Portugal,,7.0,38.9,-8.8,30.0
1909,Taiwan (Province of China),,7.0,25.0,121.5,9.0
1910,Taiwan (Province of China),,8.0,25.5,122.5,60.0
1911,Soviet Union,,7.0,38.2,72.8,90.0
1914,Turkey,,7.0,37.82,30.27,4000.0
1916,Taiwan (Province of China),,7.0,23.7,120.9,180.0
1916,Taiwan (Province of China),,6.0,24.0,121.0,1.0
1917,Taiwan (Province of China),,6.0,23.9,120.9,54.0
1922,Taiwan (Province of China),Tsunami/Tidal wave,8.0,24.5,122.0,5.0
1924,Turkey,,5.0,39.7,42.8,50.0
1924,Turkey,,7.0,39.897,41.891,60.0
1925,Turkey,,6.0,41.2,42.8,200.0
1925,Turkey,,6.0,38.0,30.5,3.0
1930,Soviet Union,,6.0,38.4,68.5,151.0
1930,Taiwan (Province of China),,6.0,23.261,120.277,4.0
1935,Turkey,,6.0,39.3,40.6,540.0
1936,Taiwan (Province of China),,7.0,22.3,120.8,10.0
1940,Turkey,,6.0,41.7,43.8,16.0
1941,Turkey,,6.0,39.5,43.3,430.0
1941,Turkey,,6.0,39.7,39.4,15.0
1941,Taiwan (Province of China),,7.0,23.304,120.393,319.0
1942,Turkey,,6.0,39.2,28.2,16.0
1943,Turkey,,7.0,40.8,30.5,285.0
1943,Turkey,,6.0,40.6,30.5,285.0
1944,Turkey,,6.0,38.9,29.3,21.0
1945,Turkey,,6.0,37.4,35.8,300.0
1946,Turkey,,6.0,38.2,31.8,12.0
1946,Taiwan (Province of China),,7.0,26.19,121.086,58.0
1951,Taiwan (Province of China),,7.0,23.8,121.7,68.0
1951,Taiwan (Province of China),,8.0,22.9,121.5,17.0
1959,Taiwan (Province of China),,7.0,22.078,121.105,16.0
1963,Taiwan (Province of China),,7.0,24.411,122.094,15.0
1966,Turkey,,6.0,39.1,41.6,10.0
1966,Turkey,,5.0,38.9,41.3,12.0
1967,Turkey,,6.0,39.5,40.4,97.0
1969,Portugal,Tsunami/Tidal wave,8.0,36.033,-10.613,2.0
1983,Indonesia,,6.0,1.131,120.858,2.0
2019,Philippines (the),,7.0,6.905,125.187,23.0
2019,Philippines (the),,7.0,6.708,125.188,14.0
2019,Turkey,,6.0,40.89,28.173,1.0
2020,Puerto Rico,Tsunami/Tidal wave,6.0,17.935,-66.883,4.0
2020,Philippines (the),,7.0,12.021,124.123,1.0
2020,Turkey,,7.0,38.39,44.367,41.0
2020,Turkey,,6.0,38.543,44.447,9.0
2020,Turkey,,6.0,39.421,40.697,1.0
2020,Turkey,,7.0,37.913,26.779,115.0
2022,China,"Slide (land, mud, snow, rock)",6.0,30.395,102.958,4.0
2022,Afghanistan,,6.0,33.092,69.514,1036.0
2022,China,,7.0,29.726,102.279,118.0
2022,Ecuador,,6.0,0.909,-79.589,1.0
2022,Indonesia,,6.0,-6.853,107.095,334.0
2023,Indonesia,,8.0,-7.065,130.005,1.0
2022,Philippines (the),"Slide (land, mud, snow, rock)",7.0,17.56,120.801,10.0
2022,Mexico,Tsunami/Tidal wave,8.0,18.497,-102.982,2.0
2022,Iran (Islamic Republic of),,6.0,26.899,55.321,5.0
2022,Mexico,,7.0,18.247,-102.952,3.0
2022,Nepal,,6.0,29.274,81.149,6.0
2022,Papua New Guinea,,8.0,-6.256,146.469,7.0
2022,Turkey,,6.0,40.847,30.967,2.0
2022,Taiwan (Province of China),,7.0,23.119,121.422,1.0
2022,United States of America (the),,6.0,40.525,124.423,2.0
2023,Turkey,Fire,8.0,38.055,36.51,45968.0
2023,Iran (Islamic Republic of),,6.0,38.424,44.909,3.0
2023,Syrian Arab Republic,,8.0,38.055,36.51,4500.0
2023,Turkey,,6.0,36.159,36.034,6.0
